Brand,Model,Length,Width,Thickness,Volume,Image URL,Total Length (inches)
lost-surfboards,Lost Pisces,6’5” , 22.25” , 2.82” ,45.7,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_Pisces_aa1b8579-8c25-4403-bae1-c6f9fcae5dd7.webp?v=1715027213,77.0
lost-surfboards,Lost Pisces,6’0” , 21.50” , 2.60” ,38.2,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_Pisces_aa1b8579-8c25-4403-bae1-c6f9fcae5dd7.webp?v=1715027213,72.0
lost-surfboards,Lost Pisces,5’10” , 21.00” , 2.55” ,35.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_Pisces_aa1b8579-8c25-4403-bae1-c6f9fcae5dd7.webp?v=1715027213,70.0
lost-surfboards,Lost Pisces,5’5” , 19.88” , 2.34” ,28.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_Pisces_aa1b8579-8c25-4403-bae1-c6f9fcae5dd7.webp?v=1715027213,65.0
lost-surfboards,Lost Pisces,6’3” , 22.00” , 2.75” ,42.7,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_Pisces_aa1b8579-8c25-4403-bae1-c6f9fcae5dd7.webp?v=1715027213,75.0
lost-surfboards,Lost Pisces,5’8” , 20.63” , 2.45” ,32.3,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_Pisces_aa1b8579-8c25-4403-bae1-c6f9fcae5dd7.webp?v=1715027213,68.0
lost-surfboards,Lost Pisces,6’6” , 22.38” , 2.86” ,47.2,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_Pisces_aa1b8579-8c25-4403-bae1-c6f9fcae5dd7.webp?v=1715027213,78.0
lost-surfboards,Lost Pisces,5’11” , 21.25” , 2.58” ,36.7,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_Pisces_aa1b8579-8c25-4403-bae1-c6f9fcae5dd7.webp?v=1715027213,71.0
lost-surfboards,Lost Pisces,6’1” , 21.75” , 2.65” ,39.7,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_Pisces_aa1b8579-8c25-4403-bae1-c6f9fcae5dd7.webp?v=1715027213,73.0
lost-surfboards,Lost Pisces,5’4” , 19.63” , 2.30” ,27.2,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_Pisces_aa1b8579-8c25-4403-bae1-c6f9fcae5dd7.webp?v=1715027213,64.0
lost-surfboards,Lost Pisces,6’2” , 21.88” , 2.70” ,41.2,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_Pisces_aa1b8579-8c25-4403-bae1-c6f9fcae5dd7.webp?v=1715027213,74.0
lost-surfboards,Lost Pisces,5’7” , 20.38” , 2.42” ,31.0,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_Pisces_aa1b8579-8c25-4403-bae1-c6f9fcae5dd7.webp?v=1715027213,67.0
lost-surfboards,Lost Pisces,5’1” , 18.88” , 2.20” ,24.0,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_Pisces_aa1b8579-8c25-4403-bae1-c6f9fcae5dd7.webp?v=1715027213,61.0
lost-surfboards,Lost Pisces,5’9” , 20.88” , 2.50” ,34.0,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_Pisces_aa1b8579-8c25-4403-bae1-c6f9fcae5dd7.webp?v=1715027213,69.0
lost-surfboards,Lost Pisces,6’4” , 22.13” , 2.80” ,44.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_Pisces_aa1b8579-8c25-4403-bae1-c6f9fcae5dd7.webp?v=1715027213,76.0
lost-surfboards,Lost Puddle Jumper Pro,5’2” , 18.00” , 2.25” ,22.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_lost_0001_PJP.jpg?v=1652456030,62.0
lost-surfboards,Lost Puddle Jumper Pro,5’3” , 18.25” , 2.28” ,23.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_lost_0001_PJP.jpg?v=1652456030,63.0
lost-surfboards,Lost Puddle Jumper Pro,5’6” , 19.00” , 2.35” ,26.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_lost_0001_PJP.jpg?v=1652456030,66.0
lost-surfboards,Lost Puddle Jumper Pro,6’5” , 21.75” , 2.80” ,42.2,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_lost_0001_PJP.jpg?v=1652456030,77.0
lost-surfboards,Lost Puddle Jumper Pro,"6'4"" ", 21.50” ," 2.75"" ",40.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_lost_0001_PJP.jpg?v=1652456030,76.0
lost-surfboards,Lost Puddle Jumper Pro,"6'0"" ", 20.50” , 2.60” ,34.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_lost_0001_PJP.jpg?v=1652456030,72.0
lost-surfboards,Lost Puddle Jumper Pro,5’5” , 18.75” , 2.32” ,25.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_lost_0001_PJP.jpg?v=1652456030,65.0
lost-surfboards,Lost Puddle Jumper Pro,5’8” , 19.50” , 2.40” ,28.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_lost_0001_PJP.jpg?v=1652456030,68.0
lost-surfboards,Lost Puddle Jumper Pro,"5'11"" ", 20.25” , 2.55” ,33.0,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_lost_0001_PJP.jpg?v=1652456030,71.0
lost-surfboards,Lost Puddle Jumper Pro,"6'6"" ", 22.00” , 2.88” ,44.0,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_lost_0001_PJP.jpg?v=1652456030,78.0
lost-surfboards,Lost Puddle Jumper Pro,"6'3"" "," 21.25"" ", 2.72” ,39.0,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_lost_0001_PJP.jpg?v=1652456030,75.0
lost-surfboards,Lost Puddle Jumper Pro,"5'10"" ", 20.00” , 2.50” ,31.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_lost_0001_PJP.jpg?v=1652456030,70.0
lost-surfboards,Lost Puddle Jumper Pro,6’2” , 21.00” , 2.70” ,37.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_lost_0001_PJP.jpg?v=1652456030,74.0
lost-surfboards,Lost Puddle Jumper Pro,5’7” , 19.25” , 2.38” ,27.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_lost_0001_PJP.jpg?v=1652456030,67.0
lost-surfboards,Lost Puddle Jumper Pro,"6'1"" ", 20.75” , 2.64” ,36.0,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_lost_0001_PJP.jpg?v=1652456030,73.0
lost-surfboards,Lost Puddle Jumper Pro,5’4” , 18.50” , 2.30” ,24.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_lost_0001_PJP.jpg?v=1652456030,64.0
lost-surfboards,Lost Puddle Jumper Pro,"5'9"" ", 19.75” , 2.44” ,29.9,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_lost_0001_PJP.jpg?v=1652456030,69.0
lost-surfboards,Lost Puddle Jumper Sting,"5’5"" ", 20.50” , 2.42” ,30.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_PuddleJumperSting-1.webp?v=1695065201,65.0
lost-surfboards,Lost Puddle Jumper Sting,"6’2"" ", 22.50” , 2.82” ,44.2,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_PuddleJumperSting-1.webp?v=1695065201,74.0
lost-surfboards,Lost Puddle Jumper Sting,"5’2"" "," 19.50"" ", 2.28” ,26.0,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_PuddleJumperSting-1.webp?v=1695065201,62.0
lost-surfboards,Lost Puddle Jumper Sting,"5’8"" ", 21.50” , 2.56” ,35.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_PuddleJumperSting-1.webp?v=1695065201,68.0
lost-surfboards,Lost Puddle Jumper Sting,"5’11"" ", 22.13” ," 2.68"" ",40.0,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_PuddleJumperSting-1.webp?v=1695065201,71.0
lost-surfboards,Lost Puddle Jumper Sting,"5’7"" ", 21.25” , 2.52” ,34.0,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_PuddleJumperSting-1.webp?v=1695065201,67.0
lost-surfboards,Lost Puddle Jumper Sting,"5’9"" ", 21.75” , 2.60” ,37.0,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_PuddleJumperSting-1.webp?v=1695065201,69.0
lost-surfboards,Lost Puddle Jumper Sting,"6’3"" ", 22.63” , 2.85” ,45.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_PuddleJumperSting-1.webp?v=1695065201,75.0
lost-surfboards,Lost Puddle Jumper Sting,"5’10"" ", 22.00” , 2.63” ,38.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_PuddleJumperSting-1.webp?v=1695065201,70.0
lost-surfboards,Lost Puddle Jumper Sting,"5’4"" ", 20.25” , 2.37” ,29.0,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_PuddleJumperSting-1.webp?v=1695065201,64.0
lost-surfboards,Lost Puddle Jumper Sting,"6’4"" ", 22.75” , 2.88” ,46.7,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_PuddleJumperSting-1.webp?v=1695065201,76.0
lost-surfboards,Lost Puddle Jumper Sting,"6’0"" ", 22.25” , 2.72” ,41.7,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_PuddleJumperSting-1.webp?v=1695065201,72.0
lost-surfboards,Lost Puddle Jumper Sting,"5’3"" ", 19.88” , 2.32” ,27.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_PuddleJumperSting-1.webp?v=1695065201,63.0
lost-surfboards,Lost Puddle Jumper Sting,"6’1"" ", 22.38” , 2.77” ,42.7,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_PuddleJumperSting-1.webp?v=1695065201,73.0
lost-surfboards,Lost Puddle Jumper Sting,"4’10"" ", 18.50” , 2.15” ,21.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_PuddleJumperSting-1.webp?v=1695065201,58.0
lost-surfboards,Lost Puddle Jumper Sting,5’1” , 19.25” , 2.25” ,24.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_PuddleJumperSting-1.webp?v=1695065201,61.0
lost-surfboards,Lost Puddle Jumper Sting,"5’6"" ", 20.88” , 2.46” ,32.0,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_PuddleJumperSting-1.webp?v=1695065201,66.0
lost-surfboards,Lost Puddle Jumper Sting,"5’0"" "," 19.00"" "," 2.20"" ",23.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_PuddleJumperSting-1.webp?v=1695065201,60.0
lost-surfboards,Lost Puddle Jumper Sting Round,6’3 , 22.50 , 2.80 ,44.4,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_PuddleJumperStingRound.webp?v=1705952147,75.0
lost-surfboards,Lost Puddle Jumper Sting Round,5’7 , 20.75 , 2.53 ,33.0,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_PuddleJumperStingRound.webp?v=1705952147,67.0
lost-surfboards,Lost Puddle Jumper Sting Round,6’0 , 22.00 , 2.70 ,40.2,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_PuddleJumperStingRound.webp?v=1705952147,72.0
lost-surfboards,Lost Puddle Jumper Sting Round,6’8 , 23.00 , 2.94 ,50.7,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_PuddleJumperStingRound.webp?v=1705952147,80.0
lost-surfboards,Lost Puddle Jumper Sting Round,5’5 , 20.25 , 2.44 ,30.0,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_PuddleJumperStingRound.webp?v=1705952147,65.0
lost-surfboards,Lost Puddle Jumper Sting Round,5’2 , 19.50 , 2.30 ,26.0,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_PuddleJumperStingRound.webp?v=1705952147,62.0
lost-surfboards,Lost Puddle Jumper Sting Round,5’11 , 21.75 , 2.68 ,38.7,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_PuddleJumperStingRound.webp?v=1705952147,71.0
lost-surfboards,Lost Puddle Jumper Sting Round,6’1 , 22.13 , 2.73 ,41.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_PuddleJumperStingRound.webp?v=1705952147,73.0
lost-surfboards,Lost Puddle Jumper Sting Round,5’10 , 21.50 , 2.65 ,37.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_PuddleJumperStingRound.webp?v=1705952147,70.0
lost-surfboards,Lost Puddle Jumper Sting Round,5’3 , 19.75 , 2.33 ,27.2,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_PuddleJumperStingRound.webp?v=1705952147,63.0
lost-surfboards,Lost Puddle Jumper Sting Round,5’9 , 21.25 , 2.60 ,36.0,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_PuddleJumperStingRound.webp?v=1705952147,69.0
lost-surfboards,Lost Puddle Jumper Sting Round,5’8 , 21.00 , 2.56 ,34.4,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_PuddleJumperStingRound.webp?v=1705952147,68.0
lost-surfboards,Lost Puddle Jumper Sting Round,5’4 , 20.00 , 2.38 ,28.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_PuddleJumperStingRound.webp?v=1705952147,64.0
lost-surfboards,Lost Puddle Jumper Sting Round,6’4 , 22.63 , 2.82 ,45.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_PuddleJumperStingRound.webp?v=1705952147,76.0
lost-surfboards,Lost Puddle Jumper Sting Round,5’6 , 20.50 , 2.50 ,31.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_PuddleJumperStingRound.webp?v=1705952147,66.0
lost-surfboards,Lost Puddle Jumper Sting Round,6’2 , 22.25 , 2.75 ,42.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_PuddleJumperStingRound.webp?v=1705952147,74.0
lost-surfboards,Lost Puddle Jumper Sting Round,6’6 , 22.75 , 2.88 ,48.0,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_PuddleJumperStingRound.webp?v=1705952147,78.0
lost-surfboards,Lost RNF 96,4’10” , 18.13” , 2.13” ,21.2,https://cdn.shopify.com/s/files/1/2062/5873/files/rnf96.jpg?v=1620670730,58.0
lost-surfboards,Lost RNF 96,5’2” , 18.75” , 2.25” ,25.0,https://cdn.shopify.com/s/files/1/2062/5873/files/rnf96.jpg?v=1620670730,62.0
lost-surfboards,Lost RNF 96,5’3” , 19.00” , 2.30” ,26.0,https://cdn.shopify.com/s/files/1/2062/5873/files/rnf96.jpg?v=1620670730,63.0
lost-surfboards,Lost RNF 96,5’6” , 20.25” , 2.45” ,31.0,https://cdn.shopify.com/s/files/1/2062/5873/files/rnf96.jpg?v=1620670730,66.0
lost-surfboards,Lost RNF 96,6’0” , 21.75” , 2.70” ,40.0,https://cdn.shopify.com/s/files/1/2062/5873/files/rnf96.jpg?v=1620670730,72.0
lost-surfboards,Lost RNF 96,5’10” , 21.25” , 2.60” ,36.7,https://cdn.shopify.com/s/files/1/2062/5873/files/rnf96.jpg?v=1620670730,70.0
lost-surfboards,Lost RNF 96,5’5” , 20.00” , 2.40” ,29.5,https://cdn.shopify.com/s/files/1/2062/5873/files/rnf96.jpg?v=1620670730,65.0
lost-surfboards,Lost RNF 96,6’3” , 22.38” , 2.80” ,44.5,https://cdn.shopify.com/s/files/1/2062/5873/files/rnf96.jpg?v=1620670730,75.0
lost-surfboards,Lost RNF 96,5’8” , 20.75” , 2.53” ,34.0,https://cdn.shopify.com/s/files/1/2062/5873/files/rnf96.jpg?v=1620670730,68.0
lost-surfboards,Lost RNF 96,6’6” , 22.75” , 2.86” ,48.0,https://cdn.shopify.com/s/files/1/2062/5873/files/rnf96.jpg?v=1620670730,78.0
lost-surfboards,Lost RNF 96,5’11” , 21.50” , 2.65” ,38.2,https://cdn.shopify.com/s/files/1/2062/5873/files/rnf96.jpg?v=1620670730,71.0
lost-surfboards,Lost RNF 96,6’1” , 22.00” , 2.73” ,41.5,https://cdn.shopify.com/s/files/1/2062/5873/files/rnf96.jpg?v=1620670730,73.0
lost-surfboards,Lost RNF 96,5’0” , 18.50” , 2.18” ,23.0,https://cdn.shopify.com/s/files/1/2062/5873/files/rnf96.jpg?v=1620670730,60.0
lost-surfboards,Lost RNF 96,5’4” , 19.25” , 2.33” ,27.2,https://cdn.shopify.com/s/files/1/2062/5873/files/rnf96.jpg?v=1620670730,64.0
lost-surfboards,Lost RNF 96,6’2” , 22.25” , 2.75” ,43.0,https://cdn.shopify.com/s/files/1/2062/5873/files/rnf96.jpg?v=1620670730,74.0
lost-surfboards,Lost RNF 96,5’7” , 20.50” , 2.50” ,32.5,https://cdn.shopify.com/s/files/1/2062/5873/files/rnf96.jpg?v=1620670730,67.0
lost-surfboards,Lost RNF 96,5’1” , 18.63” , 2.22” ,24.0,https://cdn.shopify.com/s/files/1/2062/5873/files/rnf96.jpg?v=1620670730,61.0
lost-surfboards,Lost RNF 96,5’9” , 21.00” , 2.56” ,35.2,https://cdn.shopify.com/s/files/1/2062/5873/files/rnf96.jpg?v=1620670730,69.0
lost-surfboards,Lost RNF 96,6’4” , 22.50” , 2.84” ,46.0,https://cdn.shopify.com/s/files/1/2062/5873/files/rnf96.jpg?v=1620670730,76.0
lost-surfboards,Lost RNF 96 Grom,"4'10"" "," 18.13"" "," 2.13"" ",21.2,https://cdn.shopify.com/s/files/1/2062/5873/files/rnf96.jpg?v=1620670730,58.0
lost-surfboards,Lost RNF 96 Grom,"4'11"" ", 18.25 ," 2.15"" ",22L,https://cdn.shopify.com/s/files/1/2062/5873/files/rnf96.jpg?v=1620670730,59.0
lost-surfboards,Lost Rad Ripper,5’2” , 18.00” , 2.18” ,23.0,https://cdn.shopify.com/s/files/1/2062/5873/files/RadRipper.jpg?16509013064793591192,62.0
lost-surfboards,Lost Rad Ripper,5’3” , 18.25” , 2.22” ,24.0,https://cdn.shopify.com/s/files/1/2062/5873/files/RadRipper.jpg?16509013064793591192,63.0
lost-surfboards,Lost Rad Ripper, 6’1” , 20.75” , 2.54” ,36.0,https://cdn.shopify.com/s/files/1/2062/5873/files/RadRipper.jpg?16509013064793591192,73.0
lost-surfboards,Lost Rad Ripper,5’6” , 19.00” , 2.30” ,27.2,https://cdn.shopify.com/s/files/1/2062/5873/files/RadRipper.jpg?16509013064793591192,66.0
lost-surfboards,Lost Rad Ripper,6’0” , 20.50” , 2.50” ,34.5,https://cdn.shopify.com/s/files/1/2062/5873/files/RadRipper.jpg?16509013064793591192,72.0
lost-surfboards,Lost Rad Ripper,6’5” , 21.63” , 2.70” ,42.2,https://cdn.shopify.com/s/files/1/2062/5873/files/RadRipper.jpg?16509013064793591192,77.0
lost-surfboards,Lost Rad Ripper,5’10” , 20.00” , 2.40” ,31.5,https://cdn.shopify.com/s/files/1/2062/5873/files/RadRipper.jpg?16509013064793591192,70.0
lost-surfboards,Lost Rad Ripper,5’5” , 18.75” , 2.27” ,26.0,https://cdn.shopify.com/s/files/1/2062/5873/files/RadRipper.jpg?16509013064793591192,65.0
lost-surfboards,Lost Rad Ripper,6’3” , 21.25” , 2.60” ,39.0,https://cdn.shopify.com/s/files/1/2062/5873/files/RadRipper.jpg?16509013064793591192,75.0
lost-surfboards,Lost Rad Ripper,5’8” , 19.50” , 2.35” ,29.2,https://cdn.shopify.com/s/files/1/2062/5873/files/RadRipper.jpg?16509013064793591192,68.0
lost-surfboards,Lost Rad Ripper,6’6” , 21.75” , 2.75” ,43.5,https://cdn.shopify.com/s/files/1/2062/5873/files/RadRipper.jpg?16509013064793591192,78.0
lost-surfboards,Lost Rad Ripper,5’11” , 20.25” , 2.44” ,33.0,https://cdn.shopify.com/s/files/1/2062/5873/files/RadRipper.jpg?16509013064793591192,71.0
lost-surfboards,Lost Rad Ripper,5’4” , 18.50” , 2.25” ,25.0,https://cdn.shopify.com/s/files/1/2062/5873/files/RadRipper.jpg?16509013064793591192,64.0
lost-surfboards,Lost Rad Ripper,6’2” , 21.00” , 2.56” ,37.5,https://cdn.shopify.com/s/files/1/2062/5873/files/RadRipper.jpg?16509013064793591192,74.0
lost-surfboards,Lost Rad Ripper,5’7” , 19.25” , 2.32” ,28.2,https://cdn.shopify.com/s/files/1/2062/5873/files/RadRipper.jpg?16509013064793591192,67.0
lost-surfboards,Lost Rad Ripper,5’9” , 19.75” , 2.38” ,30.5,https://cdn.shopify.com/s/files/1/2062/5873/files/RadRipper.jpg?16509013064793591192,69.0
lost-surfboards,Lost Rad Ripper,6’4” , 21.50” , 2.64” ,40.5,https://cdn.shopify.com/s/files/1/2062/5873/files/RadRipper.jpg?16509013064793591192,76.0
lost-surfboards,Lost Retro Tripper,"4'9"" ", 17.50” ," 2.13"" ",21.0,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_L_RT.jpg?v=1651755135,57.0
lost-surfboards,Lost Retro Tripper,5’2” , 18.50” , 2.25” ,24.2,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_L_RT.jpg?v=1651755135,62.0
lost-surfboards,Lost Retro Tripper,5’6” , 19.50” , 2.38” ,28.7,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_L_RT.jpg?v=1651755135,66.0
lost-surfboards,Lost Retro Tripper,5’3” , 18.75” , 2.27” ,25.2,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_L_RT.jpg?v=1651755135,63.0
lost-surfboards,Lost Retro Tripper,"6'4"" ", 22.13” , 2.77” ,44.2,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_L_RT.jpg?v=1651755135,76.0
lost-surfboards,Lost Retro Tripper,"6'0"" ", 21.00” , 2.56” ,36.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_L_RT.jpg?v=1651755135,72.0
lost-surfboards,Lost Retro Tripper,5’5” ," 19.25"" ", 2.34” ,27.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_L_RT.jpg?v=1651755135,65.0
lost-surfboards,Lost Retro Tripper,5’8” , 20.00” , 2.44” ,31.2,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_L_RT.jpg?v=1651755135,68.0
lost-surfboards,Lost Retro Tripper,"5'11"" "," 20.75"" ", 2.54” ,35.2,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_L_RT.jpg?v=1651755135,71.0
lost-surfboards,Lost Retro Tripper,"6'1"" ", 21.25” , 2.63” ,38.2,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_L_RT.jpg?v=1651755135,73.0
lost-surfboards,Lost Retro Tripper,"5'0"" ", 18.00” , 2.20” ,22.2,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_L_RT.jpg?v=1651755135,60.0
lost-surfboards,Lost Retro Tripper,"5'10"" ", 20.50” , 2.50” ,33.7,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_L_RT.jpg?v=1651755135,70.0
lost-surfboards,Lost Retro Tripper,6’2” , 21.50” , 2.66” ,39.7,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_L_RT.jpg?v=1651755135,74.0
lost-surfboards,Lost Retro Tripper,5’7” , 19.75” , 2.42” ,30.2,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_L_RT.jpg?v=1651755135,67.0
lost-surfboards,Lost Retro Tripper,"6'3"" "," 21.75"" ", 2.70” ,41.2,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_L_RT.jpg?v=1651755135,75.0
lost-surfboards,Lost Retro Tripper,"6'6"" ", 22.25” , 2.80” ,45.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_L_RT.jpg?v=1651755135,78.0
lost-surfboards,Lost Retro Tripper,"5'9"" ", 20.25” , 2.46” ,32.2,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_L_RT.jpg?v=1651755135,69.0
lost-surfboards,Lost Retro Tripper,5’4” , 19.00” , 2.30” ,26.2,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_L_RT.jpg?v=1651755135,64.0
lost-surfboards,Lost Round Nose Fish Retro,"5’8"" "," 21.00"" "," 2.45"" ",34.0,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_RN_RetroFish.png?2911572432161696512,68.0
lost-surfboards,Lost Round Nose Fish Retro,"6’2"" "," 22.25"" "," 2.70"" ",43.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_RN_RetroFish.png?2911572432161696512,74.0
lost-surfboards,Lost Round Nose Fish Retro,"5’2"" "," 19.75"" "," 2.32"" ",27.2,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_RN_RetroFish.png?2911572432161696512,62.0
lost-surfboards,Lost Round Nose Fish Retro," 5’0""  "," 19.50"" "," 2.25"" ",25.2,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_RN_RetroFish.png?2911572432161696512,60.0
lost-surfboards,Lost Round Nose Fish Retro,"5’11"" "," 21.75"" "," 2.56"" ",39.0,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_RN_RetroFish.png?2911572432161696512,71.0
lost-surfboards,Lost Round Nose Fish Retro,"5’7"" "," 20.88"" "," 2.40"" ",33.0,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_RN_RetroFish.png?2911572432161696512,67.0
lost-surfboards,Lost Round Nose Fish Retro,"5’9"" "," 21.25"" "," 2.50"" ",35.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Lost_RN_RetroFish.png?2911572432161696512,69.0
