DocumentID,DatesDocumentID,timestamp,name,County,Name,data,Surf Height: Size,Surf Height: Direction,Surf Height: Period,Surf Height: Angle,Star Rating,Wave Power,Primary -> height,Primary -> letters,Primary -> period,Primary -> angle,Primary -> Points off,Seconday 1 -> height,Seconday 1 -> letters,Seconday 1 -> period,Seconday 1 -> angle,Secondary 1 -> Points off,Seconday 2 -> height,Seconday 2 -> letters,Seconday 2 -> period,Seconday 2 -> angle,Secondary 2 -> Points off,Seconday 3 -> height,Seconday 3 -> letters,Seconday 3 -> period,Seconday 3 -> angle,Secondary 3 -> Points off,Wind Direction (NSEW),Wind Direction (Human Relation),Wind Direction (Angle),Primary Wind Speed,Wind -> Points off
Del Mar Rivermouth,Friday-29-7PM,29 November 2024: 7:21PM,San Diego County,San Diego County,Del Mar Rivermouth,"['Friday', 'November', 29, 2024, '7PM']",0.8,SSW,14.0,14.0,2.0,273,0.8,SSW,14,14.0,3,0.4,W,8,90.0,0,0.2,WNW,13.0,117.0,1,,,,,,NNE,glass,206.0,5.0,3
Del Mar Rivermouth,Saturday-30-10AM,29 November 2024: 7:21PM,San Diego County,San Diego County,Del Mar Rivermouth,"['Saturday', 'November', 30, 2024, '10AM']",0.6,S,13.0,9.0,1.0,128,0.6,S,13,9.0,4,0.3,W,7,90.0,0,0.2,S,8.0,-0.0,4,,,,,,SW,glass,39.0,5.0,6
Del Mar Rivermouth,Saturday-30-1AM,29 November 2024: 7:21PM,San Diego County,San Diego County,Del Mar Rivermouth,"['Saturday', 'November', 30, 2024, '1AM']",0.7,SSW,14.0,16.0,1.0,192,0.7,SSW,14,16.0,3,0.4,W,8,90.0,0,0.2,WNW,13.0,117.0,1,,,,,,NE,cross-off,220.0,5.0,2
Del Mar Rivermouth,Saturday-30-4AM,29 November 2024: 7:21PM,San Diego County,San Diego County,Del Mar Rivermouth,"['Saturday', 'November', 30, 2024, '4AM']",0.6,SSW,13.0,18.0,1.0,141,0.6,SSW,13,18.0,3,0.4,W,8,90.0,0,0.2,WNW,13.0,117.0,1,,,,,,ENE,off,258.0,10.0,1
Del Mar Rivermouth,Saturday-30-7AM,29 November 2024: 7:21PM,San Diego County,San Diego County,Del Mar Rivermouth,"['Saturday', 'November', 30, 2024, '7AM']",0.6,S,13.0,9.0,1.0,128,0.6,S,13,9.0,4,0.3,W,7,90.0,0,0.2,WNW,13.0,117.0,1,,,,,,ENE,off,254.0,5.0,1
Diamond Street,Friday-29-10PM,29 November 2024: 7:21PM,San Diego County,San Diego County,Diamond Street,"['Friday', 'November', 29, 2024, '10PM']",0.7,SSW,14.0,27.0,1.0,170,0.7,SSW,14,27.0,3,0.4,W,8,90.0,0,0.2,W,13.0,90.0,0,,,,,,N,cross-off,177.0,5.0,3
Diamond Street,Friday-29-1PM,29 November 2024: 7:21PM,San Diego County,San Diego County,Diamond Street,"['Friday', 'November', 29, 2024, '1PM']",0.8,SSW,14.0,23.0,1.0,236,0.8,SSW,14,23.0,3,0.5,W,8,90.0,0,0.2,S,10.0,-0.0,4,,,,,,NW,cross-on,135.0,10.0,5
Diamond Street,Friday-29-4PM,29 November 2024: 7:21PM,San Diego County,San Diego County,Diamond Street,"['Friday', 'November', 29, 2024, '4PM']",0.7,SSW,14.0,27.0,0.0,180,0.7,SSW,14,27.0,3,0.4,W,8,90.0,0,0.2,S,10.0,-0.0,4,,,,,,WNW,cross-on,103.0,10.0,6
Diamond Street,Friday-29-7PM,29 November 2024: 7:21PM,San Diego County,San Diego County,Diamond Street,"['Friday', 'November', 29, 2024, '7PM']",0.7,SSW,14.0,27.0,1.0,178,0.7,SSW,14,27.0,3,0.4,W,8,90.0,0,0.2,W,13.0,90.0,0,,,,,,NNE,cross-off,194.0,5.0,2
Diamond Street,Saturday-30-10AM,29 November 2024: 7:21PM,San Diego County,San Diego County,Diamond Street,"['Saturday', 'November', 30, 2024, '10AM']",0.6,SSW,13.0,31.0,1.0,116,0.6,SSW,13,31.0,3,0.3,W,7,90.0,0,0.2,W,13.0,90.0,0,,,,,,SSW,glass,18.0,5.0,6
Diamond Street,Saturday-30-1AM,29 November 2024: 7:21PM,San Diego County,San Diego County,Diamond Street,"['Saturday', 'November', 30, 2024, '1AM']",0.7,SSW,14.0,27.0,1.0,163,0.7,SSW,14,27.0,3,0.4,W,8,90.0,0,0.2,W,13.0,90.0,0,,,,,,NNE,cross-off,207.0,5.0,2
Diamond Street,Saturday-30-4AM,29 November 2024: 7:21PM,San Diego County,San Diego County,Diamond Street,"['Saturday', 'November', 30, 2024, '4AM']",0.6,SSW,13.0,31.0,1.0,120,0.6,SSW,13,31.0,3,0.3,W,8,90.0,0,0.2,W,13.0,90.0,0,,,,,,ENE,off,253.0,5.0,0
Diamond Street,Saturday-30-7AM,29 November 2024: 7:21PM,San Diego County,San Diego County,Diamond Street,"['Saturday', 'November', 30, 2024, '7AM']",0.5,SSW,13.0,22.0,1.0,101,0.5,SSW,13,22.0,3,0.3,W,7,90.0,0,0.2,W,13.0,90.0,0,,,,,,ENE,off,257.0,5.0,0
Dutches A Frame,Friday-29-10PM,29 November 2024: 7:21PM,San Diego County,San Diego County,Dutches A Frame,"['Friday', 'November', 29, 2024, '10PM']",0.7,SSW,14.0,16.0,2.0,207,0.7,SSW,14,16.0,3,0.3,W,8,90.0,0,0.1,W,13.0,90.0,0,,,,,,NE,off,221.0,5.0,0
Dutches A Frame,Friday-29-1PM,29 November 2024: 7:21PM,San Diego County,San Diego County,Dutches A Frame,"['Friday', 'November', 29, 2024, '1PM']",0.8,SSW,14.0,14.0,1.0,280,0.8,SSW,14,14.0,3,0.4,W,8,90.0,0,0.2,S,10.0,-0.0,4,,,,,,NW,cross,135.0,10.0,4
Dutches A Frame,Friday-29-4PM,29 November 2024: 7:21PM,San Diego County,San Diego County,Dutches A Frame,"['Friday', 'November', 29, 2024, '4PM']",0.8,SSW,14.0,14.0,1.0,276,0.8,SSW,14,14.0,3,0.4,W,8,90.0,0,0.2,S,10.0,-0.0,4,,,,,,WNW,cross,120.0,10.0,5
Dutches A Frame,Friday-29-7PM,29 November 2024: 7:21PM,San Diego County,San Diego County,Dutches A Frame,"['Friday', 'November', 29, 2024, '7PM']",0.8,SSW,14.0,14.0,2.0,273,0.8,SSW,14,14.0,3,0.4,W,8,90.0,0,0.1,W,13.0,90.0,0,,,,,,WNW,glass,110.0,0.0,5
Dutches A Frame,Saturday-30-10AM,29 November 2024: 7:21PM,San Diego County,San Diego County,Dutches A Frame,"['Saturday', 'November', 30, 2024, '10AM']",0.6,S,13.0,9.0,1.0,128,0.6,S,13,9.0,4,0.3,W,7,90.0,0,0.2,S,8.0,-0.0,4,,,,,,WSW,glass,68.0,5.0,7
Dutches A Frame,Saturday-30-1AM,29 November 2024: 7:21PM,San Diego County,San Diego County,Dutches A Frame,"['Saturday', 'November', 30, 2024, '1AM']",0.7,SSW,14.0,16.0,1.0,195,0.7,SSW,14,16.0,3,0.3,W,8,90.0,0,0.1,W,13.0,90.0,0,,,,,,NNE,off,212.0,10.0,1
Dutches A Frame,Saturday-30-4AM,29 November 2024: 7:21PM,San Diego County,San Diego County,Dutches A Frame,"['Saturday', 'November', 30, 2024, '4AM']",0.7,S,14.0,8.0,1.0,179,0.7,S,14,8.0,4,0.3,W,8,90.0,0,0.1,W,13.0,90.0,0,,,,,,ENE,off,238.0,10.0,1
Dutches A Frame,Saturday-30-7AM,29 November 2024: 7:21PM,San Diego County,San Diego County,Dutches A Frame,"['Saturday', 'November', 30, 2024, '7AM']",0.6,S,13.0,9.0,1.0,130,0.6,S,13,9.0,4,0.3,W,7,90.0,0,0.1,SW,21.0,45.0,2,,,,,,ENE,off,237.0,10.0,1
El Carmel Point,Friday-29-10PM,29 November 2024: 7:21PM,San Diego County,San Diego County,El Carmel Point,"['Friday', 'November', 29, 2024, '10PM']",0.7,SSW,14.0,27.0,0.0,170,0.7,SSW,14,27.0,3,0.4,W,8,90.0,0,0.2,W,13.0,90.0,0,,,,,,NNW,cross,167.0,5.0,5
El Carmel Point,Friday-29-1PM,29 November 2024: 7:21PM,San Diego County,San Diego County,El Carmel Point,"['Friday', 'November', 29, 2024, '1PM']",0.8,SSW,14.0,23.0,1.0,236,0.8,SSW,14,23.0,3,0.5,W,8,90.0,0,0.2,S,10.0,-0.0,4,,,,,,NW,cross-on,132.0,10.0,6
El Carmel Point,Friday-29-4PM,29 November 2024: 7:21PM,San Diego County,San Diego County,El Carmel Point,"['Friday', 'November', 29, 2024, '4PM']",0.7,SSW,14.0,27.0,0.0,180,0.7,SSW,14,27.0,3,0.4,W,8,90.0,0,0.2,S,10.0,-0.0,4,,,,,,W,on,95.0,10.0,8
El Carmel Point,Friday-29-7PM,29 November 2024: 7:21PM,San Diego County,San Diego County,El Carmel Point,"['Friday', 'November', 29, 2024, '7PM']",0.7,SSW,14.0,27.0,1.0,178,0.7,SSW,14,27.0,3,0.4,W,8,90.0,0,0.2,W,13.0,90.0,0,,,,,,NNE,cross-off,196.0,10.0,3
El Carmel Point,Saturday-30-10AM,29 November 2024: 7:21PM,San Diego County,San Diego County,El Carmel Point,"['Saturday', 'November', 30, 2024, '10AM']",0.6,SSW,13.0,31.0,1.0,116,0.6,SSW,13,31.0,3,0.3,W,7,90.0,0,0.2,W,13.0,90.0,0,,,,,,S,glass,8.0,5.0,4
El Carmel Point,Saturday-30-1AM,29 November 2024: 7:21PM,San Diego County,San Diego County,El Carmel Point,"['Saturday', 'November', 30, 2024, '1AM']",0.7,SSW,14.0,27.0,1.0,163,0.7,SSW,14,27.0,3,0.4,W,8,90.0,0,0.2,W,13.0,90.0,0,,,,,,NNE,cross-off,212.0,5.0,3
El Carmel Point,Saturday-30-4AM,29 November 2024: 7:21PM,San Diego County,San Diego County,El Carmel Point,"['Saturday', 'November', 30, 2024, '4AM']",0.6,SSW,13.0,31.0,1.0,120,0.6,SSW,13,31.0,3,0.3,W,8,90.0,0,0.2,W,13.0,90.0,0,,,,,,ENE,off,255.0,5.0,1
El Carmel Point,Saturday-30-7AM,29 November 2024: 7:21PM,San Diego County,San Diego County,El Carmel Point,"['Saturday', 'November', 30, 2024, '7AM']",0.5,SSW,13.0,22.0,1.0,101,0.5,SSW,13,22.0,3,0.3,W,7,90.0,0,0.2,W,13.0,90.0,0,,,,,,E,off,259.0,5.0,0
Georges,Friday-29-10PM,29 November 2024: 7:21PM,San Diego County,San Diego County,Georges,"['Friday', 'November', 29, 2024, '10PM']",0.7,SSW,14.0,16.0,2.0,204,0.7,SSW,14,16.0,4,0.4,W,8,90.0,1,0.2,WNW,13.0,117.0,0,,,,,,NE,cross-off,223.0,5.0,2
Georges,Friday-29-1PM,29 November 2024: 7:21PM,San Diego County,San Diego County,Georges,"['Friday', 'November', 29, 2024, '1PM']",0.8,SSW,14.0,14.0,1.0,280,0.8,SSW,14,14.0,4,0.4,W,8,90.0,1,-0.2,S,10.0,-0.0,5,,,,,,NW,cross-on,135.0,10.0,6
Georges,Friday-29-4PM,29 November 2024: 7:21PM,San Diego County,San Diego County,Georges,"['Friday', 'November', 29, 2024, '4PM']",0.8,SSW,14.0,14.0,1.0,276,0.8,SSW,14,14.0,4,0.4,W,8,90.0,1,-0.2,S,10.0,-0.0,5,,,,,,NW,cross-on,128.0,10.0,6
Georges,Friday-29-7PM,29 November 2024: 7:21PM,San Diego County,San Diego County,Georges,"['Friday', 'November', 29, 2024, '7PM']",0.8,SSW,14.0,14.0,2.0,273,0.8,SSW,14,14.0,4,0.4,W,8,90.0,1,0.2,WNW,13.0,117.0,0,,,,,,NNE,glass,205.0,5.0,3
Georges,Saturday-30-10AM,29 November 2024: 7:21PM,San Diego County,San Diego County,Georges,"['Saturday', 'November', 30, 2024, '10AM']",0.3,W,7.0,90.0,0.0,9,0.3,W,7,90.0,1,-0.2,S,8,-0.0,5,-0.6,S,13.0,9.0,5,,,,,,SW,glass,47.0,5.0,6
Georges,Saturday-30-1AM,29 November 2024: 7:21PM,San Diego County,San Diego County,Georges,"['Saturday', 'November', 30, 2024, '1AM']",0.7,SSW,14.0,16.0,1.0,192,0.7,SSW,14,16.0,4,0.4,W,8,90.0,1,0.2,WNW,13.0,117.0,0,,,,,,NE,cross-off,215.0,5.0,2
Georges,Saturday-30-4AM,29 November 2024: 7:21PM,San Diego County,San Diego County,Georges,"['Saturday', 'November', 30, 2024, '4AM']",0.6,SSW,13.0,18.0,1.0,141,0.6,SSW,13,18.0,4,0.4,W,8,90.0,1,0.2,WNW,13.0,117.0,0,,,,,,ENE,off,251.0,10.0,1
Georges,Saturday-30-7AM,29 November 2024: 7:21PM,San Diego County,San Diego County,Georges,"['Saturday', 'November', 30, 2024, '7AM']",0.3,W,7.0,90.0,0.0,17,0.3,W,7,90.0,1,0.2,WNW,13,117.0,0,-0.6,S,13.0,9.0,5,,,,,,ENE,off,248.0,5.0,1
Imperial Beach,Friday-29-10PM,29 November 2024: 7:21PM,San Diego County,San Diego County,Imperial Beach,"['Friday', 'November', 29, 2024, '10PM']",0.7,SSW,14.0,16.0,1.0,198,0.7,SSW,14,16.0,1,0.4,W,8,90.0,2,0.2,WNW,13.0,117.0,3,,,,,,NNE,glass,196.0,5.0,3
Imperial Beach,Friday-29-1PM,29 November 2024: 7:21PM,San Diego County,San Diego County,Imperial Beach,"['Friday', 'November', 29, 2024, '1PM']",0.8,SSW,14.0,14.0,2.0,276,0.8,SSW,14,14.0,1,0.5,W,8,90.0,2,0.3,WNW,15.0,108.0,3,,,,,,NW,glass,128.0,5.0,6
Imperial Beach,Friday-29-4PM,29 November 2024: 7:21PM,San Diego County,San Diego County,Imperial Beach,"['Friday', 'November', 29, 2024, '4PM']",0.8,SSW,14.0,14.0,1.0,273,0.8,SSW,14,14.0,1,0.5,W,8,90.0,2,0.2,WNW,14.0,117.0,3,,,,,,W,on,98.0,5.0,8
Imperial Beach,Friday-29-7PM,29 November 2024: 7:21PM,San Diego County,San Diego County,Imperial Beach,"['Friday', 'November', 29, 2024, '7PM']",0.7,SSW,14.0,16.0,2.0,207,0.7,SSW,14,16.0,1,0.4,W,8,90.0,2,0.2,WNW,13.0,117.0,3,,,,,,NNE,cross-off,212.0,5.0,3
Imperial Beach,Saturday-30-10AM,29 November 2024: 7:21PM,San Diego County,San Diego County,Imperial Beach,"['Saturday', 'November', 30, 2024, '10AM']",0.6,S,13.0,9.0,1.0,126,0.6,S,13,9.0,2,0.3,W,7,90.0,2,0.2,WNW,13.0,117.0,3,,,,,,S,glass,351.0,5.0,4
Imperial Beach,Saturday-30-1AM,29 November 2024: 7:21PM,San Diego County,San Diego County,Imperial Beach,"['Saturday', 'November', 30, 2024, '1AM']",0.7,SSW,14.0,16.0,1.0,189,0.7,SSW,14,16.0,1,0.4,W,8,90.0,2,0.3,WNW,13.0,108.0,3,,,,,,NE,cross-off,220.0,5.0,2
Imperial Beach,Saturday-30-4AM,29 November 2024: 7:21PM,San Diego County,San Diego County,Imperial Beach,"['Saturday', 'November', 30, 2024, '4AM']",0.6,SSW,13.0,18.0,1.0,141,0.6,SSW,13,18.0,1,0.4,W,7,90.0,2,0.3,WNW,13.0,108.0,3,,,,,,ENE,off,252.0,10.0,1
Imperial Beach,Saturday-30-7AM,29 November 2024: 7:21PM,San Diego County,San Diego County,Imperial Beach,"['Saturday', 'November', 30, 2024, '7AM']",0.6,SSW,13.0,18.0,1.0,139,0.6,SSW,13,18.0,1,0.3,W,7,90.0,2,0.3,WNW,13.0,108.0,3,,,,,,E,off,271.0,5.0,0
Imperial Pier (North and South),Friday-29-10PM,29 November 2024: 7:21PM,San Diego County,San Diego County,Imperial Pier (North and South),"['Friday', 'November', 29, 2024, '10PM']",0.7,SSW,14.0,16.0,1.0,198,0.7,SSW,14,16.0,2,0.4,W,8,90.0,1,0.2,WNW,13.0,117.0,2,,,,,,NNE,glass,196.0,5.0,3
Imperial Pier (North and South),Friday-29-1PM,29 November 2024: 7:21PM,San Diego County,San Diego County,Imperial Pier (North and South),"['Friday', 'November', 29, 2024, '1PM']",0.8,SSW,14.0,14.0,1.0,276,0.8,SSW,14,14.0,2,0.5,W,8,90.0,1,0.3,WNW,15.0,108.0,2,,,,,,NW,cross-on,129.0,5.0,6
Imperial Pier (North and South),Friday-29-4PM,29 November 2024: 7:21PM,San Diego County,San Diego County,Imperial Pier (North and South),"['Friday', 'November', 29, 2024, '4PM']",0.8,SSW,14.0,14.0,1.0,273,0.8,SSW,14,14.0,2,0.5,W,8,90.0,1,0.2,WNW,14.0,117.0,2,,,,,,W,on,100.0,5.0,8
Imperial Pier (North and South),Friday-29-7PM,29 November 2024: 7:21PM,San Diego County,San Diego County,Imperial Pier (North and South),"['Friday', 'November', 29, 2024, '7PM']",0.7,SSW,14.0,16.0,2.0,207,0.7,SSW,14,16.0,2,0.4,W,8,90.0,1,0.2,WNW,13.0,117.0,2,,,,,,NNE,cross-off,212.0,5.0,3
Imperial Pier (North and South),Saturday-30-10AM,29 November 2024: 7:21PM,San Diego County,San Diego County,Imperial Pier (North and South),"['Saturday', 'November', 30, 2024, '10AM']",0.6,S,13.0,9.0,1.0,126,0.6,S,13,9.0,3,0.3,W,7,90.0,1,0.2,WNW,13.0,117.0,2,,,,,,S,glass,350.0,5.0,4
Imperial Pier (North and South),Saturday-30-1AM,29 November 2024: 7:21PM,San Diego County,San Diego County,Imperial Pier (North and South),"['Saturday', 'November', 30, 2024, '1AM']",0.7,SSW,14.0,16.0,1.0,189,0.7,SSW,14,16.0,2,0.4,W,8,90.0,1,0.3,WNW,13.0,108.0,2,,,,,,NE,cross-off,220.0,5.0,2
Imperial Pier (North and South),Saturday-30-4AM,29 November 2024: 7:21PM,San Diego County,San Diego County,Imperial Pier (North and South),"['Saturday', 'November', 30, 2024, '4AM']",0.6,SSW,13.0,18.0,1.0,141,0.6,SSW,13,18.0,2,0.4,W,7,90.0,1,0.3,WNW,13.0,108.0,2,,,,,,ENE,off,252.0,10.0,1
Imperial Pier (North and South),Saturday-30-7AM,29 November 2024: 7:21PM,San Diego County,San Diego County,Imperial Pier (North and South),"['Saturday', 'November', 30, 2024, '7AM']",0.6,SSW,13.0,18.0,1.0,139,0.6,SSW,13,18.0,2,0.3,W,7,90.0,1,0.3,WNW,13.0,108.0,2,,,,,,E,off,272.0,5.0,0
La Jolla Shores,Friday-29-10PM,29 November 2024: 7:21PM,San Diego County,San Diego County,La Jolla Shores,"['Friday', 'November', 29, 2024, '10PM']",0.7,SSW,14.0,16.0,0.0,204,0.7,SSW,14,16.0,3,0.4,W,8,90.0,0,0.2,WNW,13.0,117.0,1,,,,,,N,cross,177.0,5.0,5
La Jolla Shores,Friday-29-1PM,29 November 2024: 7:21PM,San Diego County,San Diego County,La Jolla Shores,"['Friday', 'November', 29, 2024, '1PM']",0.8,SSW,14.0,14.0,1.0,280,0.8,SSW,14,14.0,3,0.5,W,8,90.0,0,0.2,WNW,14.0,117.0,1,,,,,,NW,on,135.0,10.0,7
La Jolla Shores,Friday-29-4PM,29 November 2024: 7:21PM,San Diego County,San Diego County,La Jolla Shores,"['Friday', 'November', 29, 2024, '4PM']",0.8,SSW,14.0,14.0,1.0,276,0.8,SSW,14,14.0,3,0.5,W,8,90.0,0,0.2,WNW,14.0,117.0,1,,,,,,WNW,on,103.0,10.0,8
La Jolla Shores,Friday-29-7PM,29 November 2024: 7:21PM,San Diego County,San Diego County,La Jolla Shores,"['Friday', 'November', 29, 2024, '7PM']",0.8,SSW,14.0,14.0,1.0,269,0.8,SSW,14,14.0,3,0.4,W,8,90.0,0,0.2,WNW,13.0,117.0,1,,,,,,NNE,cross,194.0,5.0,4
La Jolla Shores,Saturday-30-10AM,29 November 2024: 7:21PM,San Diego County,San Diego County,La Jolla Shores,"['Saturday', 'November', 30, 2024, '10AM']",0.6,S,13.0,9.0,1.0,126,0.6,S,13,9.0,4,0.3,W,7,90.0,0,0.2,WNW,12.0,117.0,1,,,,,,SSW,glass,18.0,5.0,4
La Jolla Shores,Saturday-30-1AM,29 November 2024: 7:21PM,San Diego County,San Diego County,La Jolla Shores,"['Saturday', 'November', 30, 2024, '1AM']",0.7,SSW,14.0,16.0,1.0,192,0.7,SSW,14,16.0,3,0.4,W,8,90.0,0,0.2,WNW,13.0,117.0,1,,,,,,NNE,cross-off,207.0,5.0,4
La Jolla Shores,Saturday-30-4AM,29 November 2024: 7:21PM,San Diego County,San Diego County,La Jolla Shores,"['Saturday', 'November', 30, 2024, '4AM']",0.6,S,13.0,9.0,1.0,130,0.6,S,13,9.0,4,0.4,W,7,90.0,0,0.2,WNW,13.0,117.0,1,,,,,,ENE,cross-off,253.0,5.0,2
La Jolla Shores,Saturday-30-7AM,29 November 2024: 7:21PM,San Diego County,San Diego County,La Jolla Shores,"['Saturday', 'November', 30, 2024, '7AM']",0.6,S,13.0,9.0,1.0,128,0.6,S,13,9.0,4,0.3,W,7,90.0,0,0.2,WNW,13.0,117.0,1,,,,,,ENE,cross-off,257.0,5.0,2
Law Street,Friday-29-10PM,29 November 2024: 7:21PM,San Diego County,San Diego County,Law Street,"['Friday', 'November', 29, 2024, '10PM']",0.7,SSW,14.0,27.0,1.0,170,0.7,SSW,14,27.0,3,0.4,W,8,90.0,0,0.2,W,13.0,90.0,0,,,,,,N,cross-off,177.0,5.0,3
Law Street,Friday-29-1PM,29 November 2024: 7:21PM,San Diego County,San Diego County,Law Street,"['Friday', 'November', 29, 2024, '1PM']",0.8,SSW,14.0,23.0,1.0,236,0.8,SSW,14,23.0,3,0.5,W,8,90.0,0,0.2,S,10.0,-0.0,4,,,,,,NW,cross-on,135.0,10.0,5
Law Street,Friday-29-4PM,29 November 2024: 7:21PM,San Diego County,San Diego County,Law Street,"['Friday', 'November', 29, 2024, '4PM']",0.7,SSW,14.0,27.0,0.0,180,0.7,SSW,14,27.0,3,0.4,W,8,90.0,0,0.2,S,10.0,-0.0,4,,,,,,WNW,cross-on,103.0,10.0,6
Law Street,Friday-29-7PM,29 November 2024: 7:21PM,San Diego County,San Diego County,Law Street,"['Friday', 'November', 29, 2024, '7PM']",0.7,SSW,14.0,27.0,1.0,178,0.7,SSW,14,27.0,3,0.4,W,8,90.0,0,0.2,W,13.0,90.0,0,,,,,,NNE,cross-off,194.0,5.0,2
Law Street,Saturday-30-10AM,29 November 2024: 7:21PM,San Diego County,San Diego County,Law Street,"['Saturday', 'November', 30, 2024, '10AM']",0.6,SSW,13.0,31.0,1.0,116,0.6,SSW,13,31.0,3,0.3,W,7,90.0,0,0.2,W,13.0,90.0,0,,,,,,SSW,glass,18.0,5.0,6
Law Street,Saturday-30-1AM,29 November 2024: 7:21PM,San Diego County,San Diego County,Law Street,"['Saturday', 'November', 30, 2024, '1AM']",0.7,SSW,14.0,27.0,1.0,163,0.7,SSW,14,27.0,3,0.4,W,8,90.0,0,0.2,W,13.0,90.0,0,,,,,,NNE,cross-off,207.0,5.0,2
Law Street,Saturday-30-4AM,29 November 2024: 7:21PM,San Diego County,San Diego County,Law Street,"['Saturday', 'November', 30, 2024, '4AM']",0.6,SSW,13.0,31.0,1.0,120,0.6,SSW,13,31.0,3,0.3,W,8,90.0,0,0.2,W,13.0,90.0,0,,,,,,ENE,off,253.0,5.0,0
Law Street,Saturday-30-7AM,29 November 2024: 7:21PM,San Diego County,San Diego County,Law Street,"['Saturday', 'November', 30, 2024, '7AM']",0.5,SSW,13.0,22.0,1.0,101,0.5,SSW,13,22.0,3,0.3,W,7,90.0,0,0.2,W,13.0,90.0,0,,,,,,ENE,off,257.0,5.0,0
Moonlight Beach,Friday-29-10PM,29 November 2024: 7:21PM,San Diego County,San Diego County,Moonlight Beach,"['Friday', 'November', 29, 2024, '10PM']",0.7,SSW,14.0,16.0,2.0,204,0.7,SSW,14,16.0,1,0.4,W,8,90.0,2,0.2,WNW,13.0,117.0,3,,,,,,NE,cross-off,222.0,5.0,2
Moonlight Beach,Friday-29-1PM,29 November 2024: 7:21PM,San Diego County,San Diego County,Moonlight Beach,"['Friday', 'November', 29, 2024, '1PM']",0.8,SSW,14.0,14.0,1.0,280,0.8,SSW,14,14.0,1,0.4,W,8,90.0,2,0.2,S,10.0,-0.0,2,,,,,,NW,cross-on,135.0,10.0,6
Moonlight Beach,Friday-29-4PM,29 November 2024: 7:21PM,San Diego County,San Diego County,Moonlight Beach,"['Friday', 'November', 29, 2024, '4PM']",0.8,SSW,14.0,14.0,1.0,276,0.8,SSW,14,14.0,1,0.4,W,8,90.0,2,0.2,S,10.0,-0.0,2,,,,,,WNW,cross-on,123.0,10.0,7
Moonlight Beach,Friday-29-7PM,29 November 2024: 7:21PM,San Diego County,San Diego County,Moonlight Beach,"['Friday', 'November', 29, 2024, '7PM']",0.8,SSW,14.0,14.0,2.0,273,0.8,SSW,14,14.0,1,0.4,W,8,90.0,2,0.2,WNW,13.0,117.0,3,,,,,,N,glass,184.0,0.0,4
Moonlight Beach,Saturday-30-10AM,29 November 2024: 7:21PM,San Diego County,San Diego County,Moonlight Beach,"['Saturday', 'November', 30, 2024, '10AM']",0.6,S,13.0,9.0,1.0,128,0.6,S,13,9.0,2,0.3,W,7,90.0,2,0.2,S,8.0,-0.0,2,,,,,,WSW,glass,57.0,5.0,7
Moonlight Beach,Saturday-30-1AM,29 November 2024: 7:21PM,San Diego County,San Diego County,Moonlight Beach,"['Saturday', 'November', 30, 2024, '1AM']",0.7,SSW,14.0,16.0,1.0,192,0.7,SSW,14,16.0,1,0.4,W,8,90.0,2,0.2,WNW,13.0,117.0,3,,,,,,NNE,cross-off,213.0,10.0,3
Moonlight Beach,Saturday-30-4AM,29 November 2024: 7:21PM,San Diego County,San Diego County,Moonlight Beach,"['Saturday', 'November', 30, 2024, '4AM']",0.6,SSW,13.0,18.0,1.0,141,0.6,SSW,13,18.0,1,0.4,W,8,90.0,2,0.2,WNW,13.0,117.0,3,,,,,,ENE,cross-off,243.0,10.0,1
Moonlight Beach,Saturday-30-7AM,29 November 2024: 7:21PM,San Diego County,San Diego County,Moonlight Beach,"['Saturday', 'November', 30, 2024, '7AM']",0.6,S,13.0,9.0,1.0,128,0.6,S,13,9.0,2,0.3,W,7,90.0,2,0.2,WNW,13.0,117.0,3,,,,,,ENE,cross-off,241.0,10.0,1
North Scripps,Friday-29-10PM,29 November 2024: 7:21PM,San Diego County,San Diego County,North Scripps,"['Friday', 'November', 29, 2024, '10PM']",0.7,SSW,14.0,16.0,0.0,204,0.7,SSW,14,16.0,3,0.4,W,8,90.0,0,0.2,WNW,13.0,117.0,1,,,,,,NNE,cross,193.0,5.0,4
North Scripps,Friday-29-1PM,29 November 2024: 7:21PM,San Diego County,San Diego County,North Scripps,"['Friday', 'November', 29, 2024, '1PM']",0.8,SSW,14.0,14.0,1.0,280,0.8,SSW,14,14.0,3,0.5,W,8,90.0,0,0.2,WNW,14.0,117.0,1,,,,,,NW,on,131.0,10.0,7
North Scripps,Friday-29-4PM,29 November 2024: 7:21PM,San Diego County,San Diego County,North Scripps,"['Friday', 'November', 29, 2024, '4PM']",0.8,SSW,14.0,14.0,1.0,276,0.8,SSW,14,14.0,3,0.5,W,8,90.0,0,0.2,WNW,14.0,117.0,1,,,,,,WNW,on,111.0,5.0,8
North Scripps,Friday-29-7PM,29 November 2024: 7:21PM,San Diego County,San Diego County,North Scripps,"['Friday', 'November', 29, 2024, '7PM']",0.8,SSW,14.0,14.0,1.0,269,0.8,SSW,14,14.0,3,0.4,W,8,90.0,0,0.2,WNW,13.0,117.0,1,,,,,,NNE,cross,200.0,5.0,4
